population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,125,Colombia,2,Female,10,25-29 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.004354384737522262,0.005328753951660746,0.0036262890705250532
1,All Population,1,Deaths,125,Colombia,1,Male,10,25-29 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,0.31992922325578,0.39293669264481734,0.25939904766545147
1,All Population,1,Deaths,125,Colombia,2,Female,10,25-29 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,0.2543473960466142,0.31749861269554186,0.2123488663626993
1,All Population,1,Deaths,125,Colombia,1,Male,11,30-34 years,509,Chronic obstructive pulmonary disease,1,Number,2019,8.522384541787138,10.485209199233768,6.926894202819492
1,All Population,1,Deaths,125,Colombia,2,Female,11,30-34 years,509,Chronic obstructive pulmonary disease,1,Number,2019,6.720380880210983,8.247050544372744,5.4777484663475215
1,All Population,1,Deaths,125,Colombia,1,Male,11,30-34 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.0021257668681231895,0.002587466960925277,0.0017552685039342781
1,All Population,1,Deaths,125,Colombia,2,Female,11,30-34 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.0048434981224733465,0.005839487957967159,0.00392252379620976
1,All Population,1,Deaths,125,Colombia,1,Male,11,30-34 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,0.46100234720443867,0.5671776517564545,0.37469730105219673
1,All Population,1,Deaths,125,Colombia,2,Female,11,30-34 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,0.3570994330673638,0.4382217505774679,0.2910699418210521
1,All Population,1,Deaths,125,Colombia,1,Male,12,35-39 years,509,Chronic obstructive pulmonary disease,1,Number,2019,13.23038071741294,15.804473152930361,10.940431518923921
1,All Population,1,Deaths,125,Colombia,2,Female,12,35-39 years,509,Chronic obstructive pulmonary disease,1,Number,2019,8.804639182836326,10.563731335225489,7.427680888601985
1,All Population,1,Deaths,125,Colombia,1,Male,12,35-39 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.0034604899578146576,0.004099530837744101,0.002908228882900635
1,All Population,1,Deaths,125,Colombia,2,Female,12,35-39 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.004937142234257773,0.005942437200751565,0.004147165377270014
1,All Population,1,Deaths,125,Colombia,1,Male,12,35-39 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,0.7565280301071255,0.9037175268532506,0.6255861628108801
1,All Population,1,Deaths,125,Colombia,2,Female,12,35-39 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,0.47931093431312677,0.5750731893693216,0.4043514552459718
1,All Population,1,Deaths,125,Colombia,1,Male,13,40-44 years,509,Chronic obstructive pulmonary disease,1,Number,2019,23.00511047190566,26.726838501542783,20.053896714613106
1,All Population,1,Deaths,125,Colombia,2,Female,13,40-44 years,509,Chronic obstructive pulmonary disease,1,Number,2019,13.269503842405841,15.50701401130971,11.125726180533203
1,All Population,1,Deaths,125,Colombia,1,Male,13,40-44 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.006367372696590484,0.0074372557420372834,0.005539984080424253
1,All Population,1,Deaths,125,Colombia,2,Female,13,40-44 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.006301928302111107,0.00727603253291178,0.005331058268766217
1,All Population,1,Deaths,125,Colombia,1,Male,13,40-44 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,1.5604632549677713,1.812912372407339,1.3602790119303627
1,All Population,1,Deaths,125,Colombia,2,Female,13,40-44 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,0.8274522886684027,0.9669776946042017,0.6937718019086877
1,All Population,1,Deaths,125,Colombia,1,Male,14,45-49 years,509,Chronic obstructive pulmonary disease,1,Number,2019,37.15460992022535,42.50812783935845,32.65078694006047
1,All Population,1,Deaths,125,Colombia,2,Female,14,45-49 years,509,Chronic obstructive pulmonary disease,1,Number,2019,26.386897549286353,30.12238644492977,22.571379460151796
1,All Population,1,Deaths,125,Colombia,1,Male,14,45-49 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.009027021514632812,0.010177897672977136,0.007881290268739112
1,All Population,1,Deaths,125,Colombia,2,Female,14,45-49 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.009286138817330106,0.010561419305874797,0.00800317829111239
1,All Population,1,Deaths,125,Colombia,1,Male,14,45-49 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,2.7488398137327588,3.144913496951113,2.4156298043028817
1,All Population,1,Deaths,125,Colombia,2,Female,14,45-49 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,1.743500669048072,1.990321174437576,1.4913922759053908
1,All Population,1,Deaths,125,Colombia,1,Male,15,50-54 years,509,Chronic obstructive pulmonary disease,1,Number,2019,102.20531207296959,114.65599494621736,90.97930866799013
1,All Population,1,Deaths,125,Colombia,2,Female,15,50-54 years,509,Chronic obstructive pulmonary disease,1,Number,2019,57.13709380054558,64.83166451098576,49.74916509086674
1,All Population,1,Deaths,125,Colombia,1,Male,15,50-54 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.01831261548385636,0.020293823319434946,0.01605345987955226
1,All Population,1,Deaths,125,Colombia,2,Female,15,50-54 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.014289232349201823,0.016030452280900376,0.012481337091377918
1,All Population,1,Deaths,125,Colombia,1,Male,15,50-54 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,7.740079941194667,8.682978884574432,6.889926832590796
1,All Population,1,Deaths,125,Colombia,2,Female,15,50-54 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,3.8043372453213,4.316661901571254,3.312429616030197
1,All Population,1,Deaths,125,Colombia,1,Male,16,55-59 years,509,Chronic obstructive pulmonary disease,1,Number,2019,214.1290916646253,237.34440032225027,193.07085626492497
1,All Population,1,Deaths,125,Colombia,2,Female,16,55-59 years,509,Chronic obstructive pulmonary disease,1,Number,2019,131.12776906393293,145.9012639900917,117.22125787440582
1,All Population,1,Deaths,125,Colombia,1,Male,16,55-59 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.028639788436795315,0.03148816340213079,0.025979572474751352
1,All Population,1,Deaths,125,Colombia,2,Female,16,55-59 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.024344631190142563,0.02682920460294643,0.021938651024795638
1,All Population,1,Deaths,125,Colombia,1,Male,16,55-59 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,18.254973969699133,20.23412987023055,16.459713288019266
1,All Population,1,Deaths,125,Colombia,2,Female,16,55-59 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,9.681839705568978,10.772643055516676,8.655050237847181
1,All Population,1,Deaths,125,Colombia,1,Male,17,60-64 years,509,Chronic obstructive pulmonary disease,1,Number,2019,437.6948468162165,472.8720360599926,400.55894420530774
1,All Population,1,Deaths,125,Colombia,2,Female,17,60-64 years,509,Chronic obstructive pulmonary disease,1,Number,2019,240.85914380148253,265.79521595074135,218.00206210056112
1,All Population,1,Deaths,125,Colombia,1,Male,17,60-64 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.04550011534621061,0.04883111814254958,0.04190128924287545
1,All Population,1,Deaths,125,Colombia,2,Female,17,60-64 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.03479542108242492,0.03818491594824841,0.03189942855828691
1,All Population,1,Deaths,125,Colombia,1,Male,17,60-64 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,46.80783773185084,50.56974669185429,42.8364606044269
1,All Population,1,Deaths,125,Colombia,2,Female,17,60-64 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,21.901977773279288,24.16948271141897,19.82352109742139
1,All Population,1,Deaths,125,Colombia,1,Male,18,65-69 years,509,Chronic obstructive pulmonary disease,1,Number,2019,706.6020353461316,755.8615823714084,650.0002926383316
1,All Population,1,Deaths,125,Colombia,2,Female,18,65-69 years,509,Chronic obstructive pulmonary disease,1,Number,2019,386.4556677764157,422.1358517423449,351.0973840683397
1,All Population,1,Deaths,125,Colombia,1,Male,18,65-69 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.06232830645007014,0.0664875432847839,0.05791193872996699
1,All Population,1,Deaths,125,Colombia,2,Female,18,65-69 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.04645377939443364,0.050533661809309,0.042307462791017755
1,All Population,1,Deaths,125,Colombia,1,Male,18,65-69 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,98.40223267022562,105.26217527601887,90.51980723573779
1,All Population,1,Deaths,125,Colombia,2,Female,18,65-69 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,45.83407472234581,50.06578447423278,41.640542701313414
1,All Population,1,Deaths,125,Colombia,1,Male,19,70-74 years,509,Chronic obstructive pulmonary disease,1,Number,2019,987.6938239167697,1062.9468916711894,917.9354032731509
1,All Population,1,Deaths,125,Colombia,2,Female,19,70-74 years,509,Chronic obstructive pulmonary disease,1,Number,2019,633.779151633146,696.8976690596654,573.3833322903317
1,All Population,1,Deaths,125,Colombia,1,Male,19,70-74 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.07909202620221696,0.08414548752267358,0.07391840033248956
1,All Population,1,Deaths,125,Colombia,2,Female,19,70-74 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.06608528985759024,0.07256656000923993,0.060221059040594896
1,All Population,1,Deaths,125,Colombia,1,Male,19,70-74 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,191.94497556825053,206.56939449422637,178.38836721261544
1,All Population,1,Deaths,125,Colombia,2,Female,19,70-74 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,102.95823645337701,113.21192060351106,93.14685810072928
1,All Population,1,Deaths,125,Colombia,1,Male,20,75-79 years,509,Chronic obstructive pulmonary disease,1,Number,2019,1297.7188176909963,1382.1848010599874,1206.708414588438
1,All Population,1,Deaths,125,Colombia,2,Female,20,75-79 years,509,Chronic obstructive pulmonary disease,1,Number,2019,946.8527274669601,1026.916500491352,851.3037976616063
1,All Population,1,Deaths,125,Colombia,1,Male,20,75-79 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.09121975098829224,0.09698509684917164,0.08493830113360507
1,All Population,1,Deaths,125,Colombia,2,Female,20,75-79 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.08026373047083264,0.0873813048968869,0.07181666773928999
1,All Population,1,Deaths,125,Colombia,1,Male,20,75-79 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,358.2037239154709,381.51850472506777,333.082515174436
1,All Population,1,Deaths,125,Colombia,2,Female,20,75-79 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,209.41594417141266,227.12369336561216,188.28333424242612
1,All Population,1,Deaths,125,Colombia,1,Male,30,80-84 years,509,Chronic obstructive pulmonary disease,1,Number,2019,1619.609683364822,1750.1053888015758,1455.082691248981
1,All Population,1,Deaths,125,Colombia,2,Female,30,80-84 years,509,Chronic obstructive pulmonary disease,1,Number,2019,1449.0130157849633,1614.9685374756002,1217.666115387537
1,All Population,1,Deaths,125,Colombia,1,Male,30,80-84 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.10864264613420492,0.11757150925619977,0.0983596672368481
1,All Population,1,Deaths,125,Colombia,2,Female,30,80-84 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.0988322232032521,0.1093602453664946,0.08332529550701893
1,All Population,1,Deaths,125,Colombia,1,Male,30,80-84 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,705.9063591378192,762.7828703455077,634.1973225858137
1,All Population,1,Deaths,125,Colombia,2,Female,30,80-84 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,464.58006636547606,517.7884409217163,390.40602019111554
1,All Population,1,Deaths,125,Colombia,1,Male,31,85-89 years,509,Chronic obstructive pulmonary disease,1,Number,2019,1541.620196048703,1693.216628887271,1353.8396173365024
1,All Population,1,Deaths,125,Colombia,2,Female,31,85-89 years,509,Chronic obstructive pulmonary disease,1,Number,2019,1717.0927735289754,1935.3631987956633,1375.7487218598278
1,All Population,1,Deaths,125,Colombia,1,Male,31,85-89 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.12275637913622636,0.1346593274891067,0.10895662847673422
1,All Population,1,Deaths,125,Colombia,2,Female,31,85-89 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.11576322301850957,0.12938943151750945,0.09324003074992271
1,All Population,1,Deaths,125,Colombia,1,Male,31,85-89 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,1266.4185313167511,1390.952792297731,1112.1595216644146
1,All Population,1,Deaths,125,Colombia,2,Female,31,85-89 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,954.0089796701226,1075.2790408520102,764.3597682416205
1,All Population,1,Deaths,125,Colombia,1,Male,32,90-94 years,509,Chronic obstructive pulmonary disease,1,Number,2019,1065.1515834859797,1183.4186194381812,898.6087512439891
1,All Population,1,Deaths,125,Colombia,2,Female,32,90-94 years,509,Chronic obstructive pulmonary disease,1,Number,2019,1433.9837834272275,1639.8794865563607,1119.7546676052732
1,All Population,1,Deaths,125,Colombia,1,Male,32,90-94 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.13743533216034665,0.15191087937505962,0.1143647197746689
1,All Population,1,Deaths,125,Colombia,2,Female,32,90-94 years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.1304108868595838,0.14732489216922942,0.1007656268729238
1,All Population,1,Deaths,125,Colombia,1,Male,32,90-94 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,2079.335322247679,2310.2102785690345,1754.2187856749304
1,All Population,1,Deaths,125,Colombia,2,Female,32,90-94 years,509,Chronic obstructive pulmonary disease,3,Rate,2019,1689.6695429729768,1932.2773762183638,1319.4119621998334
1,All Population,1,Deaths,125,Colombia,1,Male,235,95+ years,509,Chronic obstructive pulmonary disease,1,Number,2019,479.91333853076844,532.0909948850709,399.89103451801503
1,All Population,1,Deaths,125,Colombia,2,Female,235,95+ years,509,Chronic obstructive pulmonary disease,1,Number,2019,775.494208190517,901.3912304065769,598.3419507464832
1,All Population,1,Deaths,125,Colombia,1,Male,235,95+ years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.14265637290952676,0.15808767702098617,0.11833605592447913
1,All Population,1,Deaths,125,Colombia,2,Female,235,95+ years,509,Chronic obstructive pulmonary disease,2,Percent,2019,0.12917077553397674,0.14894218869582215,0.09874004772416045
1,All Population,1,Deaths,125,Colombia,1,Male,235,95+ years,509,Chronic obstructive pulmonary disease,3,Rate,2019,2755.346785781449,3054.9165751221103,2295.911340983471
1,All Population,1,Deaths,125,Colombia,2,Female,235,95+ years,509,Chronic obstructive pulmonary disease,3,Rate,2019,2280.9943917890837,2651.3007056013307,1759.9288551869772
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,1,<5 years,493,Ischemic heart disease,1,Number,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,1,<5 years,493,Ischemic heart disease,1,Number,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,1,<5 years,493,Ischemic heart disease,2,Percent,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,1,<5 years,493,Ischemic heart disease,2,Percent,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,1,<5 years,493,Ischemic heart disease,3,Rate,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,1,<5 years,493,Ischemic heart disease,3,Rate,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,6,5-9 years,493,Ischemic heart disease,1,Number,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,6,5-9 years,493,Ischemic heart disease,1,Number,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,6,5-9 years,493,Ischemic heart disease,2,Percent,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,6,5-9 years,493,Ischemic heart disease,2,Percent,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,6,5-9 years,493,Ischemic heart disease,3,Rate,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,6,5-9 years,493,Ischemic heart disease,3,Rate,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,7,10-14 years,493,Ischemic heart disease,1,Number,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,7,10-14 years,493,Ischemic heart disease,1,Number,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,7,10-14 years,493,Ischemic heart disease,2,Percent,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,7,10-14 years,493,Ischemic heart disease,2,Percent,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,7,10-14 years,493,Ischemic heart disease,3,Rate,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,7,10-14 years,493,Ischemic heart disease,3,Rate,2019,0.0,0.0,0.0
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,8,15-19 years,493,Ischemic heart disease,1,Number,2019,116.24502049969692,182.3204775129725,65.3907474753316
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,8,15-19 years,493,Ischemic heart disease,1,Number,2019,81.79050242060741,140.6633134063478,45.658320237402414
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,8,15-19 years,493,Ischemic heart disease,2,Percent,2019,0.0008904486897401,0.0013134094126471,0.00056972581248
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,8,15-19 years,493,Ischemic heart disease,2,Percent,2019,0.0004808665512172,0.0007782531190061,0.0002786710186689
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,8,15-19 years,493,Ischemic heart disease,3,Rate,2019,5.3669530623499995,8.41761170423,3.01904607099
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,8,15-19 years,493,Ischemic heart disease,3,Rate,2019,3.98915541064,6.86054983337,2.2268861276700003
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,9,20-24 years,493,Ischemic heart disease,1,Number,2019,289.9071796479154,440.0869449441772,165.40389555787323
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,9,20-24 years,493,Ischemic heart disease,1,Number,2019,212.1096164674963,345.9919307570685,115.2188646303185
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,9,20-24 years,493,Ischemic heart disease,2,Percent,2019,0.0018153639363652,0.0027157070968577,0.001086955763816
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,9,20-24 years,493,Ischemic heart disease,2,Percent,2019,0.0009805097941346,0.0014232949254863,0.0005908405028919
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,9,20-24 years,493,Ischemic heart disease,3,Rate,2019,12.96314878742,19.678410702489998,7.39600623462
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,9,20-24 years,493,Ischemic heart disease,3,Rate,2019,9.74478498398,15.895634660839999,5.2934095144699995
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,10,25-29 years,493,Ischemic heart disease,1,Number,2019,457.07764460014215,730.4119293526095,258.90394703855907
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,10,25-29 years,493,Ischemic heart disease,1,Number,2019,346.5443080971468,558.9245922693843,206.48263841655492
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,10,25-29 years,493,Ischemic heart disease,2,Percent,2019,0.0025442470153437,0.0035657596736433,0.0016894821096009
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,10,25-29 years,493,Ischemic heart disease,2,Percent,2019,0.0014047821669221,0.0020778042675626,0.0008781867542291
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,10,25-29 years,493,Ischemic heart disease,3,Rate,2019,21.53544087554,34.4137218374,12.198388413350001
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,10,25-29 years,493,Ischemic heart disease,3,Rate,2019,16.39834708679,26.44810272518,9.77068124635
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,11,30-34 years,493,Ischemic heart disease,1,Number,2019,558.5837487757445,840.1524166653807,315.5632659921328
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,11,30-34 years,493,Ischemic heart disease,1,Number,2019,436.9070770986461,689.5577258423526,250.0563005755691
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,11,30-34 years,493,Ischemic heart disease,2,Percent,2019,0.0031323964742597,0.0043855778870888,0.0020486458572669
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,11,30-34 years,493,Ischemic heart disease,2,Percent,2019,0.0017861380852982,0.0026637721892092,0.0011730998306543
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,11,30-34 years,493,Ischemic heart disease,3,Rate,2019,30.215536277810003,45.44646327481,17.06980078176
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,11,30-34 years,493,Ischemic heart disease,3,Rate,2019,23.215837363389998,36.64088053262,13.287187848739999
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,12,35-39 years,493,Ischemic heart disease,1,Number,2019,719.055004130461,1110.956655083743,441.9781127787186
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,12,35-39 years,493,Ischemic heart disease,1,Number,2019,595.5675441878564,917.7445472641198,350.4056587672296
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,12,35-39 years,493,Ischemic heart disease,2,Percent,2019,0.0038980022907858,0.0055524686400318,0.0027321029001325
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,12,35-39 years,493,Ischemic heart disease,2,Percent,2019,0.0022959367285757,0.0032096765002801,0.0014724358659093
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,12,35-39 years,493,Ischemic heart disease,3,Rate,2019,41.11637279625,63.525749391219996,25.27280492925
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,12,35-39 years,493,Ischemic heart disease,3,Rate,2019,32.42177562571,49.9605931913,19.07554190519
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,13,40-44 years,493,Ischemic heart disease,1,Number,2019,851.0882926875594,1314.2950819222658,488.0696267185858
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,13,40-44 years,493,Ischemic heart disease,1,Number,2019,711.7322282984178,1059.2313513287472,430.8805978888405
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,13,40-44 years,493,Ischemic heart disease,2,Percent,2019,0.0050542266131138,0.0069777313935689,0.0033835033785918
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,13,40-44 years,493,Ischemic heart disease,2,Percent,2019,0.0029288312933082,0.0039126818399081,0.0020800252490446
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,13,40-44 years,493,Ischemic heart disease,3,Rate,2019,57.730303407760005,89.150155746,33.1063273654
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,13,40-44 years,493,Ischemic heart disease,3,Rate,2019,44.38179966778,66.05095535564,26.86861099708
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,14,45-49 years,493,Ischemic heart disease,1,Number,2019,1292.318772688662,2106.038559168614,785.3395803976318
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,14,45-49 years,493,Ischemic heart disease,1,Number,2019,910.5233946272904,1340.708701431874,617.6292124357776
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,14,45-49 years,493,Ischemic heart disease,2,Percent,2019,0.0075277051379784,0.010844677580137,0.0053647467169001
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,14,45-49 years,493,Ischemic heart disease,2,Percent,2019,0.003688363610753,0.0049547789103232,0.002819980184465
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,14,45-49 years,493,Ischemic heart disease,3,Rate,2019,95.61067393866,155.8127686747,58.102418798959995
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,14,45-49 years,493,Ischemic heart disease,3,Rate,2019,60.16236447469,88.5866371209,40.809532196570004
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,15,50-54 years,493,Ischemic heart disease,1,Number,2019,2148.585257572185,3725.373371968103,1304.223046732992
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,15,50-54 years,493,Ischemic heart disease,1,Number,2019,1245.3953125633357,1946.479666594573,817.8722791238563
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,15,50-54 years,493,Ischemic heart disease,2,Percent,2019,0.0112934596542056,0.0180127493656409,0.0078793317664598
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,15,50-54 years,493,Ischemic heart disease,2,Percent,2019,0.0047416087415763,0.0068118883922367,0.0032793927923082
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,15,50-54 years,493,Ischemic heart disease,3,Rate,2019,162.71386796615,282.12513738271997,98.76972574238
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,15,50-54 years,493,Ischemic heart disease,3,Rate,2019,82.92167937823,129.60171055838998,54.45607689197
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,16,55-59 years,493,Ischemic heart disease,1,Number,2019,3101.024196879679,5349.312845526666,1819.7335040220123
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,16,55-59 years,493,Ischemic heart disease,1,Number,2019,1621.953499642203,2778.2141151419146,1075.3117948748693
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,16,55-59 years,493,Ischemic heart disease,2,Percent,2019,0.0160899372659802,0.0263598617527113,0.0106619342660467
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,16,55-59 years,493,Ischemic heart disease,2,Percent,2019,0.0064274435239569,0.0103758796966711,0.004536601322485
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,16,55-59 years,493,Ischemic heart disease,3,Rate,2019,264.36910348505,456.04063414143997,155.13626611623
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,16,55-59 years,493,Ischemic heart disease,3,Rate,2019,119.75719487583,205.12988150844998,79.395817574
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,17,60-64 years,493,Ischemic heart disease,1,Number,2019,3677.97547022525,5946.220996388898,2286.2570742683047
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,17,60-64 years,493,Ischemic heart disease,1,Number,2019,1928.0321687790909,3313.0988068318165,1214.9522006819134
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,1,Male,17,60-64 years,493,Ischemic heart disease,2,Percent,2019,0.0209812878018009,0.0320495949774929,0.0141269330419974
1,All Population,3,YLDs (Years Lived with Disability),125,Colombia,2,Female,17,60-64 years,493,Ischemic heart disease,2,Percent,2019,0.0087192810075272,0.0137711083722404,0.0062757666205623
